name	rawTweet
m_eigh	https://t.co/5uZ5p3f9AQ Who Is Jamala? #Eurovision https://t.co/nq0iN5t3pc 61958.96
mercatornetwork	"Retweeted EUROLANG (@EUROLANG):

Keslowena/ congratulations @jamala #Crimea #Tatars #Ukraine #Eurovision  winners... https://t.co/dU12TE8xTw"
expatua	Jamala becomes Honored Artist of Ukraine https://t.co/vOoiMUJrq6
mariogaro1972	"RT @Eurovisong: JAMALA
The winner o Eurovision 2016
#Jamala #jamala1944 #Eurovision https://t.co/LC8JIvpMrZ"
dungeon_dragon_	RT @Eurovision: Over 7 million Tweets were sent for tonight's #Eurovision smashing last year's record. Congratulations @Jamala! #UKR https:…
bareixhero	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
ChakdeTaxi	"Ukrainian singer Jamala wins Eurovision competition
 https://t.co/eG5zuZudFL @DU Browser https://t.co/zaRnXV98ri"
ACEurasia	Jamala’s Triumph at #Eurovision Reminds Ukraine to Take Cultural Diplomacy Seriously https://t.co/CbRMtkTTTj #UkraineAlert
dungeon_dragon_	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
kobrenchuk	"RT @jamala: Number 21!

Vote for Jamala!
Vote for Ukraine!

#джамала #jamala https://t.co/VmPbRuWmbw"
pedropalomobcn	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
philomath13	Hey @karyna_norchak are you familiar with the music of @jamala ? 🎤
christianebuddy	Jamala, Ukrainian Singer, Named Winner of 2016 Eurovision Contest https://t.co/Rugrj79MrT  #jamala #jamala-1983 #music
JessicaApter	I have to admit i really like the song 1944 which was sung by Jamala from Ukraine in the #Eurovison2016
maryy_xx	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
__Anastazia__	People have no chill they're disliking Jamala's/Ukraine's #eurovision  videos all over and need to stop
qmmrsddy	RT @Eurovision: Over 7 million Tweets were sent for tonight's #Eurovision smashing last year's record. Congratulations @Jamala! #UKR https:…
eurovisia	Jamala's victory proved that a great song (art) can win #Eurovision in the 21st century.Hope we have more diverse winners in the future
PissedOffVoters	"RT @DarthPutinKGB: Going to offer my congrats in person to #Jamala and ""Ukraine"" for winning #Eurovision https://t.co/u91iZLZEua"
ranchorelaxo	"RT @DarthPutinKGB: Going to offer my congrats in person to #Jamala and ""Ukraine"" for winning #Eurovision https://t.co/u91iZLZEua"
eurovisia	RT @C_NowackiESC: jamala won. get over it. seriously lol
andrealopez3112	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
aybekay	"Jamala - The only Eurovision winner to have interviewed Gloria Gaynor 

https://t.co/3rRt0K3PJt"
submxrine	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
mn_asier	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
escfroot	RT @eurovisia: Jamala's victory proved that a great song (art) can win #Eurovision in the 21st century.Hope we have more diverse winners in…
PeteJLewis	Also recommend checking out Jamala's other stuff, cause she's ballin'. https://t.co/buaHdabvCW #Eurovision
APapidaki	@WoodsfordMartin @Eurovision @jamala yeah I agree with u... Eurovision is not about politics.it's about the unit of European countries!
jessespinosa945	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
escfroot	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
IamNotAB0t	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
APapidaki	@OlegisKing @Eurovision @jamala Russia won the audience!! So...
Brownemouse	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
EtrangeReveur	"RT @RTorFAV_1: REQUESTED 
RT for Jamala (Ukraine) 
LIKE for Dami Im (Australia) #Eurovision https://t.co/luOPng27S1"
Apoyo_Barei	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
LordByronRS	Congratulations to Jamala for winning the 61st Eurovision Song Contest.
zoranstefanov	"RT @MicroCharmelle: Second left grandfather Jamala!. Ordinary fascist, that ""the tyrant Stalin sent him to Kyrgyzstan""!
@antonio_bordin htt…"
serhiykiral	The Guardian calling @poroshenko a 'controversial president' in prodigious editorial on #Jamala #Eurovision win https://t.co/FkoYKGUHwB
dokmz	"Jamala’s 1944: Song for Nazi Tatars https://t.co/bigxphLpMj

In April-May of 1944, the Crimean Tatar battalions took part in battles again…"
BohdanDolban	"RT @JuliaDavisNews: LOL- RT declares @jamala's victory as ""the day the music died"" and the death of #Eurovision. Hilariously bad losers! ht…"
desnos_bob	"RT @theLemniscat: For #Jamala1944: 
Crimea Tatar volunteers in the Nazi army parade before senior German officers, 1942
#Eurovision https:/…"
albertronico	"@Eurovision mistake,with jamala, ur festival became totally political :(
#joke 1st news,the stage in Ukraine 2017 :) https://t.co/dAbrf3PaKw"
nord_astrid	RT @TheLocalSweden: The terrible history behind Jamala's Eurovision triumph https://t.co/DyIMhDSElK https://t.co/tCjm8TtvnF
RVelders	RT @Eurovision: Over 7 million Tweets were sent for tonight's #Eurovision smashing last year's record. Congratulations @Jamala! #UKR https:…
jayhofmanmusic	I got absolutely infatuated by the amazing talent of @Jamala_official it's been a while since I… https://t.co/BiXtVjB4eB
m_eigh	https://t.co/5uZ5p3f9AQ Who Is Jamala? #Eurovision https://t.co/nq0iN5t3pc 62854.71
BohdanDolban	RT @AmbassadorPower: Incredible performance by #Jamala, giving Crimean Tatars, suffering persecution &amp; abuse, reason to celebrate https://t…
MazepaAnathema	"RT @albertronico: @Eurovision mistake,with jamala, ur festival became totally political :(
#joke 1st news,the stage in Ukraine 2017 :) http…"
IMARGOMORTIS	RT @PRIDESolidarity: @jamala Ukrainian colours on flag dervived from... Swedish flag #джамала #jamala #eurovision #jamala1944 #eurovision_u…
StanisMarketing	Ukraine's Jamala Wins Eurovision With Politically Charged Song https://t.co/PmrUEtVYiK
yammounibiebz	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
_pablo01_	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
KhomkoTatiana	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
boyjt1	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
mykpy	RT @MiUkrFest: Come see the Eurovision Song Contest winner, Jamala, at the Mississauga Ukrainian Festival on June 18th https://t.co/nKt89wS…
sergiocasarey	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
Verda_Ozer	RT @ACEurasia: Jamala’s Triumph at #Eurovision Reminds Ukraine to Take Cultural Diplomacy Seriously https://t.co/CbRMtkTTTj #UkraineAlert
666iljin666	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
seksanoreksik	"RT @MicroCharmelle: Second left grandfather Jamala!. Ordinary fascist, that ""the tyrant Stalin sent him to Kyrgyzstan""!
@antonio_bordin htt…"
_RadiateLove___	RT @musicnews_shade: Congratulations to Ukraine on winning #Eurovision 2016! @JAMALA wrote and composed her song '1944' by herself. 👏🏻https…
MyNameIsJ0ee	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
ToniLliteras	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
arp111	RT @Liveuamap: Turkish President Erdogan has congratulated Ukrainian singer Jamala with victory at Eurovision  https://t.co/KHcGR2oQaH   vi…
ohskyblueeyes	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
DeLundberg	RT @vBeckerath: Those interested to learn more abt Crimean Tatars after @jamala win shld listen to Mustafa #Dzhemilev talk @UISweden https:…
birdy87	@footfaulttennis LOL this is done! Then cutting away when Samra cheers for Jamala instead of consoling Mother Russia.
foxincage	If I don't meet Jamala next month I'll be extremely depressed tbh
dacilgl01	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
vladivos7	"RT @marcelsardo: Best comment on #Jamala so far from @danaducessa: «She looks like an Israeli crisis actor» 

:-D https://t.co/p8wG2THoNi"
RebelHeartSami	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
MJoemal19	"RT @EuromaidanPress: ""Crimean authorities"" invite #Jamala to the occupied peninsula, but there is one condition...https://t.co/z84E6m4yDO h…"
ESCMichal	RT @eurovisia: Jamala's victory proved that a great song (art) can win #Eurovision in the 21st century.Hope we have more diverse winners in…
matthood14	RT @wiwibloggs: Congratulations again to #Ukraine for winning #Eurovision 2016. Here are the lyrics to “1944” @Jamala_official https://t.co…
alih86	@jamala you deserved to win Eurovision the way you sang was just beautiful
ericlewan	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
m_eigh	https://t.co/5uZ5p3f9AQ Who Is Jamala? #Eurovision https://t.co/nq0iN5t3pc 63755.2
DavidLencina7	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
UkrainianSestra	"@ukrxine ""Oh, definitely! Jamala did so well, and we'll have lots of fun hosting it next year!"" She clapped her hands delightedly."
OlegisKing	@APapidaki @Eurovision @jamala This is a joke? The difference between Ukraine and Russia in the viewers vote is small.
OlegisKing	@APapidaki @Eurovision @jamala Ukraine behind only a few points in the voting viewers. Russia had previously been in fifth place.
OlegisKing	@APapidaki @Eurovision @jamala So rejoice, though it climbed to third place.
pawelcieplak	@jamala U was awesome! ;) all the best for U :)
homemaker005	Jamala, Ukrainian Singer, Named Winner of 2016 Eurovision Contest - https://t.co/Bthn8kVNhX
ingemarlund	"RT @theLemniscat: For #Jamala1944: 
Crimea Tatar volunteers in the Nazi army parade before senior German officers, 1942
#Eurovision https:/…"
Lefteris_Sharpe	RT @KuratovDmitriy: @margotwallstrom @jamala Crimean Tartars defined their fate in 1941 serving to Nazi Germany. Do you support their colla…
Mag_officiall	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
culturon	RT @Eurovision: Over 7 million Tweets were sent for tonight's #Eurovision smashing last year's record. Congratulations @Jamala! #UKR https:…
CalmAfterTheTim	@shining_nick damn bro. Back to Jamala - I almost cried when she performed, it was magic, I really can't even imagine how it was live there
SkuggaOfficial	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
IMARGOMORTIS	RT @ACEurasia: Jamala’s Triumph at #Eurovision Reminds Ukraine to Take Cultural Diplomacy Seriously https://t.co/CbRMtkTTTj #UkraineAlert
Sijbren_deJong	"Oh come on :-)

#Russia is threatening to boycott the next #Eurovision https://t.co/sbn7dGwIK3 #Jamala #Ukraine via @Independent"
niallhoran	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
sebastientobler	What about that Jamala's Eurovison win?
amdriyko	I liked a @YouTube video from @wiwibloggs https://t.co/iAJCTwwLRG Eurovision 2016 results: Jamala wins for Ukraine with 1944 - review
PcsAtlas	"RT @theLemniscat: For #Jamala1944: 
Crimea Tatar volunteers in the Nazi army parade before senior German officers, 1942
#Eurovision https:/…"
DizzyDJC	Blink and you'll miss it but I was on Eurovision on Saturday night. I even touched Jamala's hand. #Eurovision https://t.co/oqH6krao6j
niallhoran	RT @vBeckerath: Congratulations @jamala &amp; Ukraine for spectacular win! Never has a Eurovision song been so full of genuine emotions! https:…
TarikPacal1997	Congratulations #Jamala and your fantastic song #1944 which you performed for #Ukraine! You really deserved the victory! #LOVE &amp; #PEACE !!!
kozak_24	RT @ACEurasia: Jamala’s Triumph at #Eurovision Reminds Ukraine to Take Cultural Diplomacy Seriously https://t.co/CbRMtkTTTj #UkraineAlert
G_sis_Christ	bro,,, all these aussies shitting on jamala's song bc they are salty they didn't win,,, how gross can you be
068mufi	We really are proud of you and your song! Thank you! @jamala
anncor2	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
THE4400FRANCE	@jamala wonderful Voice Jamala, we #love!! #EurovisionSongContest Please go on this way , wanna follow your songs!! #love from #france
kssummer27	"The truth #Russia occupies #Crimea #Ukraine
 #Eurovision #Eurovision2016 #Jamala #jamala1944 
https://t.co/Lm4YpmEX5H"
Dafna_Ringer	@posheur10 oh, I don't understand Spanish, but thank you so much for suppoting my country&amp;Jamala :3 It's exciting, really)
m_eigh	https://t.co/5uZ5p3f9AQ Who Is Jamala? #Eurovision https://t.co/nq0iN5t3pc 64654.82
toniomonja	"RT @Sijbren_deJong: Oh come on :-)

#Russia is threatening to boycott the next #Eurovision https://t.co/sbn7dGwIK3 #Jamala #Ukraine via @In…"
StefanMonster	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
Chiefarchon	"I added a video to a @YouTube playlist https://t.co/YMruDf2Bi1 Ukraine: ""1944"" by Jamala - Winner of Eurovision Song Contest 2016 -"
APapidaki	@OlegisKing @Eurovision @jamala well yeah... But Ukraine's song was like a funeral song... Do u think that Eurovision is for that thing?
EasyMusicReview	1944 by Jamala https://t.co/2sWws0vprr Easy Music Reviews
anna_ragosa	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
Serge7W	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
APapidaki	@OlegisKing @Eurovision @jamala and okkkk it's my opinion... and what you think is yours!! So we should accept it!!
MrESCovic	RT @XHNews: Ukraine's #Jamala wins 2016 #Eurovision Song Contest https://t.co/cGFTPdmbC1 https://t.co/lJ9vmPcFC2
CNikolajew	"RT @Leskevicius: Jamala: ‘I was sure that if you sing, if you talk about truth, it really can touch people.’
https://t.co/yxFPBBoGye https:…"
RostykMakushak	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
porridgeisgood	RT @marcelsardo: Oops…! Ultra Right Wing Ukrainian Politician compares #Jamala to «a low life» – slams #Eurovision as «a multicultural farc…
_CoolLinks	"Eurovision Winner, Jamala, Offends Russia With '1944'

 https://t.co/xQpgBQY55e"
wild_PeTrOvKa	RT @Eurovision: Over 7 million Tweets were sent for tonight's #Eurovision smashing last year's record. Congratulations @Jamala! #UKR https:…
PaszkowskaAneta	"RT @BlessedAtWorld: #Ukraine won #EUROVISION!!!!!
https://t.co/YxdUk0U8A0
Congratulations @jamala!!!!
Me = Happy!!!😊💙💛"
QueenGaliazzo	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
bogdanvlviv	RT @twitter: Congrats @Jamala and Ukraine 🇺🇦 for the #Eurovision win! https://t.co/WX0r07rkVD
livpopes	"RT @jamala: Thank you for your love! 

#джамала #jamala #eurovision #jamala1944 #eurovision_ukraine  #cometogether https://t.co/JKKFl9ZBTr"
JoseSirventRoyo	RT @BAREI_MUSIC: The most beautiful prize has been sharing music with all of you @Kaliopi_KMP @j_pootsmann @jamala @NikaKocharov &amp; @Y_G_L @…
FINdavid	ESC in charts. More on https://t.co/JQYUVNZy1Z #cometogether #Eurovision #ESC2016 #DamiArmy #frans #Sergey #jamala https://t.co/5M9EJ8kWuA
SongRepeater	RT @jtimberlake: #CantStopTheFeeling #Eurovision. Congrats @jamala #Ukraine!! https://t.co/1z9fA31yTR
LimiraP	RT @Eurovision: Over 7 million Tweets were sent for tonight's #Eurovision smashing last year's record. Congratulations @Jamala! #UKR https:…
